id,text,polarity
148,debating on a return silk browser is useless and no other browsers are available customer service sent me an app page that lists other browsers but none of them show up on the fire tablet when you try to purchase cant download browsers even when you change settings to allow outside content cant use freegames without changing privacy settings to allow tracking the underground feature is the exact opposite you allow tracking or whatever the game developer wants to get the free apps or offers could not use even one free offer upon receiving my new fire the screen display is chopped off around the edges and with the last automatic updates for silk and facebook only got worse i saw some customers posted they went back to old kindles as i have done old kindle allows more privacy allows maxthon browser the screen when i compare side by side shows old kindle to have larger screen edge to edge icons are larger and more visible on old kindle the advertisement picture for fire hd depicts an entirely different screen than what actually shows up on the device i only bought it because the old kindle has nearly reached capacity for storage even after removing to the cloud and adjusting settings and notifications glad i kept my old kindle,negative
149,the new kindles are horrid they have so much junk pilled into them you barely have room to put anything on it yourself they are awkward to hold the speaker is poorly placed the new operating system is cluttered they are buggylaggythe battery life is non existent and they over heat with minimal use,negative
150,this tablet is wonderful i dont know how i iived without itactually i have stagecancer and am quite sickthis device is portable and is packed with books movies and funmy fire goes to dr appointments hospital tests and treatmentsbecausemyhospital has wifi i can facebookfriends and family for instant updates and supporti love my fireits perfecta huge thank you to the kind soul who gifted this to me for christmas,positive
151,after thinking about buying a fire and doing research for a solid year i took a deep breath and bought the fireforive had it for about a month and so far im happy with it i am not savvy when it come to technology and need things to be spelled out for me i had no problem connecting it to my wifi and everything went fine as it downloaded the updates the one problem i had was figuring out what the cloud was and that i had to download the book i was reading so i could read it offline i called amazon and the representative was great and took her time explaining things to me i mostly use it as an ereader but go on line to watch youtube or go to facebook i dont play games so i have no idea how the fire works with that but i like it a lot as an ereader its much nicer than the regular kindle ive been using for the lastyears no real problem with that either its definitely worth thewhich isless than what i paid for my yearold kindle,neutral
152,first off i was not excited to make the switch from kindle keyboard to the tablet but i made the switch for texttospeech tts reasons i was really mad that amazon seems to be dropping tts from all eink modelsmy old kindle was very buggy and texttospeech continually crashed put in perspective i used this kindle for ttshours per week while at work accountantso i was concerned the tablet would have terrible battery life that i couldnt pause tts without looking at the screen kindle keyboard would pause using space bar and that for the cheap tablet price i would be buying something cheap i was very wrongamazon bought the tts company ivona and the tts on the tablet is female but it is much better than the previous tts versionsas for battery life if you get a case that doesnt suspend your device you can start texttospeech turn off the screen and get to work on whatever else you were doing and the tts keeps running great the user interface is much better for tts on the tablet than on eink kindles and without the screen on the tts uses almost no battery life i can use tts in this way forhours straight and only burn upbattery life even with the wifi turned on im absolutely serious i charge this device maybe once or twice a week tts uses less battery on the tablet than on the kindle keyboard it doesnt glitch ever the voice is better though different gender and its been an allaround better experience on the tabletinstead of pausing with that space bar so i dont have to look down at it while working you can simply power on the screen button on top of tablet and tilt the device to rotate the screen unless you have screen rotation lock on this will automatically pause tts this works just as well as space bar only you have to look at the screen to restart and it automatically restarts the page but i found i like the restart on the tablet because it gives you a refresher on your most recent page before continuingas a tablet id say this entrylevel fire tablet is pretty good im a heavy amazon services user so amazon rewards me with a good user experience you get prime movies all my backedup music all my photos a relatively nice email that links with my gmail account and prime music with a meh rear facing speaker use headphones or bluetooth in a speaker system and the music experience is goodthe screen is bright and pretty accurate with colors but the cheaper lighting washes out at full brightness but hey its a in tablet not really intended for lots of serious movie watchingthe buttons are great because they are not on the back these are classic volume rocker on the left side power button push not slide on top and thats itanyone holding out for texttospeech on a new eink should honestly just get this if tts is your primary reading method for kindle booksreading on thescreen is pretty good but thats not what i bought this for but i must admit some reading apps like life churchs bible app are really great on the tablet and make reading a bible reading plan super easy and being able to pull up movie or amazon music content is pretty neatoh and get the gb version after the operating system is installed the gb version has really no space for any contenti have always said if amazon would put tts on a new eink keyboard i would be willing to pay big money for it up to maybebecause tts has been so useful for me but i like this tablet even more and im a hard sell on change,neutral
153,pros size allows for easy portability it feels like an actual book in your handssmooth touch screenquad core processor allows fast browsing and smooth reaction time games and apps work perfectlyfront and rear cameras quality is better than average but doesnt beat the camera of apple productsebook reader is amazing nothing else to say there is also a read only function on the browser that allows easy reading of online articles without all of the constant zooming in and outgood resolution everything is in hdthe price of courseexceeds expectations definitely better than low end tablets it beats most mid tier tablets and at a lower pricecons app store doesnt have the same range as others but that will change soonstorage space while you can use amazons cloud to store extras it gets annoying at times to have to reload something from your cloud to your devicewhile the special offers feature that comes with the tablet is a genius marketing plan it is very annoying i recommend payingextra to remove the special offers featuresound is mediocrerecommendation do not buy the fire hd as it is the same as the hd but bigger and more expensive if you are a person that uses more space i recommend upgrading to gb buy a screen protector as the touch screen attracts a lot of finger prints i recommend getting something like this as a casehave started using my fire hd over my ipad because of its size and functionalityoverall a great tablet for the price,positive
154,i love everything amazon does unfortunately the fire is the exceptionif you are buying the kindle fire to read books then proceed and purchasehowever if you are purchasing and expecting to do something as simple as play clash of clans dont buy it unless you dont mind manually installing the app then finding a way to install google play so the game can be synced with other devices i personally prefer things to be simple,negative
155,i am extremely happy with the fire hdtableti bought it to use as a sonos controller for one of the rooms and its really more then that nowit was really easy to setup maybeminutes to connect it to wifi sync my apps from my other kindle and get it up and runningthe only complaints i have is the charging port and the power button are really too close togetheralso this kindle wasn’t updated to the latest firmware before it shippedthat took abouthours to download and install all of the versions needed to get it up to the current releasethat’s really the only thing that bothered me it took a long time when one update should have sufficedother then that i really like the form factor especially when used as a remote for something,negative
156,i owned the absolute first generation of kindle fire that ever came out and until this year i kept it and used it the only problem was the battery life was kind of low and we were going to be taking a long road trip i researched and bought this kindle fire because the reviews said that the screen even though it was smaller than the inch was awesome i would have to agree it does take a little bit of getting used to the navigation because it is different than the original kindle fire from days gone by but super fast super quick and the screen resolution is awesome kindle fire continues to amaze many people say g what kind of a phone is that and i have to tell them its not a phone its a kindle and i got it for a fraction of the price that you would pay for a smartphone,neutral
157,i was worried that thesmall fire was too small but i thought the smaller fire will easy to carry yes so it has great color and the size is just greatthe only gb is tight but amazon keeps all of my apps books everything on the cloud waiting for it outso i recommend for folks like the smaller fire good jobi was having problems and had asked for a return but over this weekend i spent a lot of time with thisfire and found myself very loving it after i found more about it i have become very much in love with it so im keeping it and not get a larger fire the size is just perfect for me,positive
158,just to be clear i dont hate the fire hd and i can even deal with how amazon tries to lock the product down for the most part i hate the fact that the product comes preloaded with ads and that i had the option to pay extra not to see this i refuse to pay extra everytime i open the device im reminded that i will never purchase another amazon hardware item because of this whats sad is amazon has years and years worth of purchasing information on me and it still cant show me relevant ads find a better way to market to me,neutral
159,i love this kindle i wasnt sure if id like how small it was but i actually really love that its a smaller size kindle its very easy to hold and can fit in my purse easily im amazed how how crystal clear the photos are i made sure to use the camera so i could see how the photos turned out they turned out very well too i watch netflix a lot so i wanted to see how this would run when i watched something on netflix it was perfect it ran so great and it never stopped at all i love that it went through the entire movie without any problems they even have a lot of great apps theyve got all the normal apps that i would use of course reading on it is great as well i actually prefer this smaller screen while readingi would recommend this product to anyone its a nice looking tablet and it works great if i could give this more than five stars i wouldi received this in exchange for a review all opinions aremy own and may differ from yours,positive
160,the battery runs down quick i get abouthours of play orhours of readingand it will not continue to function when charging it either has to charge or functionif i would have known this i would not have purchased it i would have waited on a different model that would both function and continue to charge when plugged init has now been nearly two months that i have owned this fire my dog a rat terrier knocked it off of my nightstand ft high onto the hardwood floor and the screen shattered so and i copy and paste here fire hd tablets are built by amazon and engineered for everyday life our tablets undergo overdurability tests and are designed to withstand forces ofg’s when tested against ipad miniin drop tests and tumble tests fire hd proved x more durable maybe i got a defunct one but i dont think my little dog could knock it so hard to the ground with greater than g force,negative
161,the old addage you get what you pay for applies here while the tablet is extremely cheap has an excellent screen and feels sturdy it even survived a drop it lacks in content my biggest disappointment is that many popular apps are either out of date or not existent because amazon runs their own custom os on the tablet there just doesnt seem to be thirdparty support for this osnow if you have a prime or kindle subscription the tablet is excellent it has easy access to all the music purchases ive made and makes it easy to download and view movies and books using amazons services,neutral
162,purchased the kindle firethe device had a bad operating system so they replaced it the good we decided however that the screen is too small and that we did not like the operating system so we wanted to return it for the purchased priceafter being transferred topeople through amazon support chat and then i was connected and transferred topeople on phone support i was told they would not refund the purchase because they had already replaced the defective item for free the badmy advice is to decide if you like it or not before it breaksif it goes bad and they replace it youre stuck with it no matter whatit took an hour to get this extremely disappointing answer,negative
163,at first i did not love this and was going to send it back i have an ipadand felt this was way too small and why use this when i have the kindle app on my ipadhowever everything changed once i got the screen cover i could prop it up in bed and read it wo my husband complaining that it was so bright and it took up much less roomi love that i can shop the amazon store on it and browse other books which im unable to do on my ipadvery glad i gave myself time to adjust to it and kept itif you have an ipad and real alot and have the extra fundsi say go for it but give yourself an adjustment periodif you have an ipad but dont really have the extra money right now save your money its not life altering its just a little more convenient and user friendly,neutral
164,got agb wifi unit on the lowest price i saw during holiday shopping here on amazonlooking for a smaller replacement to my kindle hdxfor which i have nothing but good things to say and have owned since they first came out with that modelthis model is smaller and easier to fit into a pocketwifi isnt great and battery life is not good at alli fully expected the battery life to mimic thehdx but it is not even closeim lucky to gethours use or less if streaming videoif using this unit regularly expect to have to charge ittimes a daythe audio is not stereo and is not loud enough in a noisy environment even when using a headsetaudiowise there is no comparison at all to the hdxmodelthe functional buttons are not ergonomically designedthe power button is on the top or left side when horizontal the updown volume buttons on the upper left or bottomleft when horizontal with the camera pointed upi am a lefty and i find it very awkward to have the volume buttons on the bottom when held horizontalnot sure who was asleep on that design flawslipped into an aftermarket case which opens book style with the frontfacing camera at the top blocks the volume buttons nothing wrong with the case its a design flaw on the tablet included in the tablet operating system is firefly a program which scans or listens to the environment and supposedly tells you what the item sound video clip is fromis the most annoying program ever at least it is on my fire phone is put in place of the mayday help app that is found on the hdxhey i dont use mayday often but i have used it a couple of times and it is really helpful when you need itid rather have seen mayday propagated to all of the kindle lineupbasically i just wanted a tablet to listen to audiobooks read a bit im very nearsighted so i have no problem at all reading small print on this small screenif you are not nearsighted you might want to consider a larger tablet if you are readingthis fits the bill for fitting in small places and comfortable to hold it is essentially identical in weight and thickness to thehdxbattery life is not good audio is adequate but not greatwireless speed is noticeably sloweri recommend if you actually want to be happy with the product function and design spend the extra money and get a like newkindle hdx before they cant be bought any longermeanwhile this unit makes a handy second tablet to share my prime account and use for backup when my hdx isnt chargedits probably worth what i paid for it but id rather have paid more and have quality audio and good dual band wireless after using dual band wifi youll not want to go back to singleband the difference is quite noticeablei second others comments about not ever getting an gb modelthe operating system and apps take up so much space you will find your camera and space to download books and video to be severely limited and this unit does not have an expandable memory card spacedont get anything less thangb storage on any tablet or you will not be happysince i already have akindle hdx im spoiledthishd even at a good price didnt make me happyits a tool but its not something that makes me happy,positive
165,i love thefire hd at first i contemplated upgrading to thebut now that i have myi am happy with my choice it is just small enough to be manageable but large enough to feel like a tablet reading books on it is so easy and though it comes with instruction i really didnt even need them the build of it is pretty solid which is great for a clumsy person such as myself the quality of the video playback is awesome for such a compact device very impressed i did upgrade to the gb since i read quite a few books and love movies and music i received the item at a discount for reviewing purposes all opinions stated whether selfpurchased or provided for review are completely those of my own,positive
166,this is easy to navigate but my biggest complaint is the weight i have rheumatoid arthritis and it is very difficult to hold without having to frequently stop readingthe stand on the cover doesnt help because of the anglei really prefer using my original kindle with page tabs on the side if it had a built in lighti wouldstill be using itprogress sometimes isnt the answer for us all,positive
167,for an ereader and media device at the price it getsstarswhen you buy an amazon tablet you have to know that you are not getting an ipad or a high end android device or the google at app store comparing it to those is not fair unless done in the correct perspective i have an ipad airbut throwing it in my purse to take with me and read books off of is not convenient i originally purchased theamazon fire nonhd tablet it was okay but i didnt find myself wanting to use it at all so i ended up giving it awayi have been wanting to read more and needing to read from the bookshelf app for school so i sought out again to find a suitable ereader this was on woot as a daily deal for abouti couldnt pass it up gb version and was supposed to come with ads but to my surprise it did not this was a pleasant surprisethe hd screen is really nice for netflix or amazon prime videos im used to watching on my ipad but i have no complaint the visual quality of this device i watched a movie last night while working on homework and used my bose ear buds the speaker on this tablet isnt great but i dont expect it to be it has bluetooth so i can use external speakers or headphones if i want quality soundfor reading books this is the perfect size i can hold it in one hand and lay in bed or take it on the go i havent done much web browsing on it because i have so many other devices for thati am typing this review on the fire in the amazon shopping apppredictive text works quite welldont expecttop of the line experience with this tablet but at this price know that youre getting more for your money than if you buy a different type of device and youre getting the amazon brand so if you have prime this is great atablet from any other company isnt going to match up to this,positive
168,initially when i received this i had problems removing a sample that i downloaded and was about to return it the sample remained in the cloud and then after complaining it was removedso far i have used this for reading the battery lasted six hoursi purchased this due to a recommendation that it would do almost everything my laptop does and that it was small enough to fit in my pocket i am going to be travelling to another country and it is a twenty six hour trip flighti can do everything on my zte force smartphone that this does the battery is replaceable on my smartphone and lasts about four hoursthe screen on this fire hdis adequate for personal viewing while holding it and is larger than my smartphone screenreading with it is comfortable i read a posting on a travel forum that a passenger was required to turn their smartphone off and they were unable to use it during the entire flight where others had no problem using their kindles this is why i bought this as i stated my smartphone does everything this does with the addition of having replaceable batteries but of course the screen is smallerthe price was reasonablethings i would like that this tablet does not have a replaceable battery and the ability to upgrade the memory,neutral
169,i loved my kindle fire hdxi used it for overyears daily for reading mobile gaming internet email facebook flickr etcthen one day it decided to freeze permanently on the boot screen after exhausting all solutions without success i decided just to buy a new kindlemy thought process was that since the regular fire hd was on its th gen it would probably be comparable to my hdx that wasyears old at that point i hopedi am disappointedthe prosthe display is comparably the same nice hdthe constouch screen sensitivity is lesser you often have to “hard double tap” the screen to get it recognize the interaction the older hdx screen was much more responsiveprocessor speed is much slower on the yearold hdx switching between apps such as looking up a word on wikipedia while you were reading a book was seamless and almost instantaneous on this kindle there is noticeable lag usually betweenseconds that may not sound like a lot but when you are reading and you want the answer immediately so you can continue reading it is a major annoyancesound quality is barely adequate the hdx had pretty good speakers you could actually watch a movie on it and be satisfied you could use a sleepsound app on it and actually fall asleepthis kindle’s speakers sound like acheap flip phone my galaxy s has better speakers—with a case on itno automatic screen brightness adjustment you always have to adjust the screen brightness manually this is even though the device has a forward and backward facing cameraconclusion i’m going to keep using it it is adequate but it is a disappointment,neutral
170,customer care sucks i called amazon because my screen is cracked and they said it was nothing they could do about it even when i offered to pay for the replacement glass i have purchased quite a few kindles from them and this is the first that ever cracked the commercial claims that the kindle fire can take a fall like from a moving car but that is not true my kindle didnt fall from a car and it still cracked there is no vendor to service the kindle either so be careful with your kindle fire or purchase the extended warrenty because the commercial mislead you,neutral
171,i bought two of these for my kids for christmas and we cheaped out and got the gb model although the table is nice and easy to use there is no space for games for the kids they can each have betweengames at a time and we couldnt even fitlarge game injustice on my sons tablet when we completely wiped everything else the os and applications that you cant delete take up over half of the memory on this model if you want a tablet for kids this one is great if you spend more and get a model with more memory as it is these are nearly useless for us and we will be selling both of them to upgrade tolarger model,neutral
172,totally frustrated they dont tell you you cant use onboard keyboard without a stylus to enter numbers unless you have micro fingers i cant set up the wifi because my password has several numbers and the numbers on the keyboard are about th of an inch tall right above the letters so when you try to push a number you get a letter instead also without wifi you cant register so you might as well just use this as a paper weight had they said up front i needed a stylus i would have ordered one be sure you have you wifi information with you before you push the power button the first time or you will lose all the tutorialsset up helpthen your on your own they dont tell you that either the instructionsjust say charge it first then hit power keyfollow onboard instructions this is the most frustrating product i have ever purchased,neutral
173,i purchased thisfire for travelit is a perfect size for traveling because it doesnt take up a lot of room in a pursei also own a kindle fireand thekindleamazon seems to have a habit of fixing things that arent brokenunlike theand thethis kindle does not have the carousel feature ive used on the others the operating system is different its more like a pc with icons and window like featurea i find this terribly annoyingwhy amazon had to create a different operating system for theis the questionthe volume control is another issue there is the volume setting for notifications and another for mediathis is also annoyingi had turned down the volume all the way but didnt understand why i was still hearing sounds i was playing around with the volume but when i realized there are two separate settings for these but they use the same button this is a bother my other kindles power on immediately but i have to hold down the power button on this one to get it to power up not sure if that is the way it is supposed to operate or if it is just my unit the price was right and i use it almost daily but i wish they would upgrade the operating system to mimic the other kindles,neutral
174,first things firsti love my ipadnothing beats than my ipad but it doesnt fit in my purseas a result i decided to give thekindle a trywell im here to tell you that i love iti read every chance i get and i hate reading on my phone because of the small screen and it eats up the phone battery life thekindle is the perfect solution for portability purposes for more technically advance needs i use my ipad but for reading my books reading my emails and browsing the web shopping on amazonlol on the go thiskindle is perfect battery life is greatjust took a trip and the battery was still atafterhoursi travel quite a bit and this all purpose little wonder is amazingcant go wrong with amazon,neutral
175,first off this is a great tablet for the price and even better on the occasional fire sales that amazon has on iti actually prefer the smaller size because its a great bridge between too small to comfortably browse android phone and too large to carry on my personinch and above tabletsits still big enough for my small hands that i dont misclick anythingthe construction of the thing is much more solid than i thought it would beits almost built like a nintendo product in how compact and well put together it feelsany other tablet ive ever handled feels flimsy compared to thisand even when running programs it tends not to get too hotbattery life seems to get abouthours of use time per charge which is more than plenty enough for meand although im not a big mobile gamer and thus i really havent put the processor to the test any program that ive thrown at it has ran fineso a couple minor issuesone is the fact that the fire ecosystem is closed meaning that you dont have the same range of programs as normal android devicesthere are ways of sideloading programs but officially you are limited to whats on offer in the amazon app storeto counter than the amazon app store does have some pretty good deals on apps frequentlybut the app store does not have the sheer number of available programs as google play or iosand for browsers you basically have fires own silk browserit does its job but its very no frillsit also crashes occasionally when fed videosyou can get other browsers but youll have to sideload them from elsewherelastly some of the firmware updates occasionally do funky things to the oson one occasion i had frequent soft lockups when i unlocked the deviceon another occasion i had the lock screen ads open the app store in spite of me not asking for it on unlockboth of these issues were solved by either os updates or rotations in adsand they were but minor annoyances overallso foryou get a really solidly made tablet that can do most everything a tablet is want to do with no fussyoull just have to learn to live in amazons ecosystembut thats honestly not too badas a carry around browsing and app device this is definitely worth the money,positive
176,i was so excited to buy a little gift for myself before i purchased it i did some research online to make sure all of the apps i love were available in the amazon store for kindle it showed they were so i went down to best buy and bought it got home and the very first app i tried to get sims freeplay was in the amazon app store i hit purchase then sadness it said the app i chose was not compatible with this device what i tried some other appssame thing there are some apps like bingo bash that i did get that are ok but im still disappointed that i cant get sims freeplay im getting a new ipad for christmas my advice stick with apple it least you can get any app you want on all of your apple devices,neutral
177,i am typically an apple product owner as i have an iphone and a mac but i am slowly falling in love with amazon this is my first tablet by amazon and i am very impressed the packaging here is top notch i am really liking the size and weight of the tablet this is a quality product and for the small price is one of the best deals ive seen recently everything is quick and easy the lack of storage space and outside app stores i can understand might be a bit of a concern for many but for me its not a huge problem i dont store a ton of content i can live with gb if you plan on getting the fireyour better option would be the gb if you plan on downloading a substantial amount of music and apps personally some music a few apps and some books works fine for me the cloud storage makes it easy to freely store what you want at the touch of a buttonthis is certainly more of a streaming device then a tablet with a ton of storage space if youre a prime member and a frequent amazon customer then you already get access to a great deal of content so if youre not a prime member not usually an amazon shopper and youre looking for a tablet with large amounts of storage this probably wont meet your needs but if you are a prime member and are interested in streaming and storing a bit of music and apps then this is a steal amazon has shown why theyre one of the best companies around well done,neutral
178,i like this little kindle fire hdforits a great dealsince getting it ive read a book watched a movie used apps been online etcruns very smoothly with no noticeable lag timevery impressed that there was no refreshing during the moviethe only other kindle i have is an early reader so im new to this type of device from amazonim not liking the carousel is there a way to make it go awayi love love the size but think it feels heavy those are two minor complaints that are easy enough to live with thoughi am happy that i bought it and am planning on ordering a cover for it soongood job amazon,neutral
179,full disclosure im not very tech savvy i dont play any mobile games and have never used an ipad or other tablet device previously i also live in a college town and have free wifi at worki got this originally because my phones memory was entirely taken up by audiobooks i wanted something that could better store and interact with my preexisting audible accountalso i have small hands and knew that i wanted something that wouldnt be unwieldy or too heavy to carry about this is perfect it is lighter than my phone samsung galaxy s without feeling flimsy and has a matte body that is easy to grip the touch sensitivity is very good it responds to my fingernail but not any random object like i said im not tech savvyit takes less than a minute to set up and a quick tour of the tabs and youre golden my audible account synced in with my amazon info as well as kindle books movies and music previously purchased through amazonthe only negative is that while it can connect to bluetooth speakers it doesnt connect to my headphones because it doesnt have mic support their website says you can connect to any bluetooth headset without a microphone but i have never heard of a headset without a mic in any other case this would merit a loss of a star however the on board speakers are great full body sound without a hint of tinninessalso the internet browsing is great its the same quality as browsing on my phone or laptop i think a great deal of the issue people have is that you have to open the app to search as opposed to using the search widget because it will search the device first then the internet if you use the widget but otherwise it is the same as using google chrome on mobile,positive
180,i regret buying this i wish i could return it its aesthetically pleasing but there are a lot of drawbacks this is a fourth generation fire so it doesnt even recognize my wifialso if you want to stream amazon prime video content from the fire to your tv it requires a microusb to hdmi adapter pain in the tush its easy to find a microhdmi to hdmi but the microusb to hdmi is difficult the hdmi cable that works with the samsung phones does not work with the fire i spentat best buy for the rocketfish version and that didnt work eitheralthough it saysgb all the preinstalled apps take upgb so you can only store one hd movie or a couple sd moviesthe internet moves at a soso paceagain its aesthetically pleasing i get compliments on it i bought the amazon brand protective case in red and its looks great i play chess on it and read books,positive
181,the fire hd is an absolute must have for anybody children included i ended up purchasing three different tabletsone by one intended for children for myyear old to enjoy each time i would try to set it up and end up with nothing but issues so i would return and try another well after three attempts i came to amazon and purchased the fire hdand it has been the best choice i have made and this is the second i have purchased one foryr old last christmas and this one for the kindergartener this christmas the tablet isadult friendly but also turns out to be one of the best tablets for children as well it has withstood all the abuse my youngest has been able to hand out it also has the best platform called free time which is everything your child could ever want in one device free time has all the books games and videos at their fingertips but also has them in their favorite characters my sister purchased the nabi for twice the cost and she has regretted her choice fire hd will not freeze is not hard to switch between regular and kid mode another top notch amazon item,positive
182,i have had the kindle firegeneration fororyears now it still works but was getting slow to charge and no camera i got this kindle fireth generationand am in love i love the smaller size the camera is amazing to me takes better pictures then my phone it has blue shade so makes reading much easier in the sun it was easy to transfer my things from one to the other and the smaller size fits nicely in my purseive always liked kindle products as i also have a kindle paperwhite that i still use,positive
183,item worked fine with the initial charge however the screen eventually went black and could not charge item i could not get the device to turn on or respond with a hard reset my kid was extremely disappointed due to the fact he couldnt use the item on ahrmile road trip recommend another product,negative
184,i am a longtime kindle fan i love amazon i saw these kindles were coming out and decided they would be great beginning tablets for my kids overall the quality is unsatisfactory they randomly turn off the battery life is horrible even with wifi turned off the battery is dead in a day this isnt a fluke they both do this my kids are not happy with them and that sucksi really want to send them back will amazon take back thecovers i bought too,positive
185,truly disappointed with this kindle fire very poor performance it literlly tookminutes to open one book from the kindle reader app and for me that is unacceptable terrible battery life simply a poor purchase on my part and i returned it afterdays i actually traded in my st gen paperwhite and then turned around and bought the latest paperwhite,negative
186,i am so happy with this hd model however the reason that i am so happy with it is because of what i use it for obviously if you are looking to replace atablet like an ipad mini you will be somewhat dissapointed however if youre using it for its intended purposeas a supplement to save your more expensive screens when using it for extended screen time you tube videos amazon videos reading and the like it is great i use it for the above purposes and for skypemy three hour video confrences with friends which btw works flawlessly it pairs with my bluetooth keyboard so i even find it useful for emails the dedicated utube app is not as full featured as the ipad version where you can shrink the video that you are watching while perusing the various youtube menu systemsbut for actually viewing the videos it is just as goodi have had no problems with the silk browser and that browser works as well for me as any ipad browser that i have used be careful however of downloading amazon apps that seem to want the user to agree to giving up useage details and what have you for the right to use their free apps and speaking of which my apple ipad just has more advanced apps for what i need where the amazon kindle has apps of a more juvenile nature that is where i need a more advanced tabletapplications that really get the job donefor the fact that i can exploit a much cheaper screen for hours at a time instead of using my premium screens that are attached to bigger memory capacities and other functionalities it really gets the job donedoes it quite well the fire kindle hd is the smaller but well built eco car compared to the suv or pu truck with increased functionality that your u woupd get with a more advanced tabletbut the sd will still get you from point a to point b in a good many casesdepending on your needs,positive
187,lasted longer than i thought far from amazingbut basic features plus camera for the price is amazing does what any tablet should do no issues other than somewhat annoying amazon ad mania backgrounds wallpapers not popups or anything though and child accounts arent really all they are cracked up to be battery life charge time etc normal at this price if kids break it just buy another one cheaper than kid version i really do not see how anyone could buy this taking the price into consideration and not be happy not an ipad but for the price of apro you could buy enough of these for an entire classroom of kids cant go wrong here i have alexa as well plan on getting fire tv next im so satisfied with amazon products,neutral
188,nice unitnot enough memory a few apps books and audio books filled the entire memoryhard for me to buy more if im always needing to delete prior purchasessilk web not compatible with plane internetwhy not use the modern standards,positive
189,i have owned two of these for over a year for my childreni cannot bear to think of the amount oftime in my life i have lost on the phone with customer service regarding these thingswhen they are working well everything is finewhen they arent its an absolute painfor example storagethe wifi connections stop working if there is too much data on the devicesour most recent issue with this was not caused by my children having too many games it came up after they were updated to freetime unlimited and a whole lot of new stuff appearedits not as easy to delete unwanted files as you might think itriedalso each device has both childs profiles on it because they are linked to one account it has to be this way so extra files appear in the other profile taking up valuable room i have just spent an hour on the phone with techs to get this straightened outweve had issue with what my children call glitchiness these things seem to happen randomlyi absolutely dread when my kids tell me something is wrong with their kindlesi will not ever buy another of these once these ones are done in this world ill be looking elsewhere for devices,negative
190,look folks you get what you pay for okay and you have to ask yourself what am i going to use a tablet forfor me i wanted a device to play some videos on the go and read some magazines and bookswhile i am not as much of a technophile as some of the other reviewers here and i like gadgets and i love good technology i am usually the third or fourth kid on the block who gets a new toythis is a mighty fine little media machine for what it was meant to do the resolution is very clear the sound is just wonderful and i have access to all sorts of great media because of the prime membership access yepall of this makes me one happy kidhowever the downside is that i got a machine with onlygigabytes of memory and let me tell you that is just not enough space if you are a media maniac like i amso if you like to read glossy mags on your tablet andor if you are going to do any sort of work on what should be a machine that should be used only for play do do do fork over the extra dough and get more memoryotherwise this is a great machine for the money as much as i love my other mac toys i am happy that i did not spend the extra money on the mac equivalent of this little machine,neutral
191,where to begin first of all i am very shocked out how many positive ratings this tablet has received stunned reallyi have two of the kindle fire hd tablets and two of these fire hdtablets i am not an apple or an ms fanboy i simply want a good working device and unfortunately purchased the fire hdtablet for my kidswe have two of these they are abysmal the battery drains in abouttominutes when in airplane mode while using the device in standby the battery lasts longer but the point of a tablet is to use it sixty tominutes in airplane mode is terrible because amazon essentially requires you to be connected to wifi in order to use any app yes even the apps or games where being connected is not needed the battery dies in less than an hour when connected to wifiif you turn on airplane mode and try to play an app or game you receive a sweet message from amazon stating the license of the app has expired so you connect to wifi and the license renews basically if you want to do anything with the tablet you must be connected and then your battery dies super fasthere is an awesome feature that probably explains why so many review this product in a positive manner when you update the tablet all of your apps and games disappear you then need to redownload them i wonder why apple google or ms does not deploy such a feature on their tablets it is awesome to wake up in the morning and see your tablet updated and all your apps are gone i love having to redownload them on multiple tabletsthe app marketplace is a ghetto version of apple and google it might be slightly better or slightly worse than the windows phone marketplace popular apps in the google marketplace are delayed in release for the fires app updates are delayedamazon recently updated their ui and how you change the settings for the fires omg did they find a blind llama to help with this change for some tasks you need to swipe and tap for days i constantly need to go to youtube to watch videos of how to execute a simple task you need to swipe this then tap here swipe again tap a few more times and after seven or eight actions you are where you need to be why why on earth would you require so many steps to update apps or change parental settings whythe screen is super sharp and bright hence the one star however since the battery life is beyond terrible and the app issues and usability issues a bright crisp screen is just aggravating because you can clearly see how terrible this device really isfor the hatersif this was my experience for one tablet i could be persuaded that i just got a lemon however i have four kindle fires and they all suck also i was at my kids basketball game and my other child has his fire out this was the first time i learned of the new cool feature where all your apps and games disappear with an update i mentioned how frustrating the fire was out loud and a parent in front of me slumped their shoulders their spouse laughed and said their counterpart was an engineer on the fire team the person tried to help thinking it was user error and then realized no it was just built that way the engineer more or less admitted it has serious issuesi suspect most of the positive reviews are from amazonians or people that have never utilized another brands device i really wanted to like the fire hd the surface has a crap marketplace is expensive and wrought with performance issues the ipad is from the evil apple empire i have not had much exposure to droid devices but am not a fan of google wanting to record every life event through their tablets however there is no way i would ever buy a fire hd again it is flat out brutal,neutral
