id,text,polarity
27,i may have been spoiled by hubbys nexus devices while only sportingscreens they make the most of the real estate and have fabulous visuals and specs to boot sadly the fire hd fails to meet my lofty expectations from the start it feels thicker clunkier and heavier though it is lighter than the larger nexusthe screen almost looks to be set further into the device its resolution isxppi which is a far cry from thexppi im used to for a stand alone reader that would be fine when a major selling point is full access to amazon prime features like the hd vod service that isnt so fine more on that later both sport corning gorilla glass both have front and rear cameras both have quadcore processorswifi bluetooth and access to a wide array of apps so since one is more expensive than the other youd be inclined to forgive the screen issues and focus on what amazon got right rightwhat amazon got right was the price sold for as low asrecently youd be hardpressed to find a quadcore device of equal build quality for less and with gb of ram it should handle light mobile games email and some light web browsing with aplomb but when you get to the software thats where things go off the rails for me amazon skinned over the lovely android os with their own proprietary features much to the detriment of the user experience perhaps its because im used to a pure android experience but the devices seems seriously hamstrung by the fire os you lose access to the google play store you lose access to a synced chrome and all its bookmarks with no way to import them you lose access to the device synchronicity youre accustomed to and youre forced into an ecosystem that is geared towards amazon consumption at the cost of being truly user friendly i found myself constantly frustrated by trying to do what ive been doing with my android devices for years now only have to try to learn amazons way of doing it instead yuck whats worse is when you get into heavy web browsing downloading or typing you get so much lag you want to fling the thing into the nearest wall all the ports are at the top of the device the single rear speaker is absolutely awful and the camera at mp is positively anemic though it does sport an hdr mode and a wide array of editing tools the pictures will never be anything to write home about especially in low light conditions the screen size is frustrating for me tapping and touching with normal sized fingers and hubby couldnt do squat with his much bigger hubby paws amazon does sport its own app store but more than a few of the versions of the apps available while seemingly identical to their google app and apple app store cousins are usually a few versions behind because lets face it there are two big dogs on the app block and it doesnt make sense to spend a bundle on development for the two little dogs with very little market penetration amazon and windows amazon has also locked the bootloader which means no third party development is available which is another huge upside for normal android devices and a hinderance for kindlesi like having access to my amazon prime benefits i like being able to stream my free video and audio benefits seamlessly i like the kindle features that go above and beyond the kindle apps available for all my other devices i like that it is small enough to drop in my purse and not know its there it seems to be very sturdily built with unobtrusive buttons that dont get hit accidentally and i like the price aside from that there is also plenty to make me say that i doubt id buy a kindle on my own any time soon the proprietary frustrating nature of the os the ads on the lock screen the focus on the amazon experience and not the customer experience the lack of synchronicity the screen and some personal experience the memory on my first device was corrupted and the charging port was borked amazon sent a replacement nextday air but after several rounds with their customer service chat to figure out how to connect the device to my tv for a true hd video experiencedifferent chats got medifferent failed methods i eventually gave up and resigned myself to asubhd screen for the foreseeable future i also dont know how i only havegb of space on a gb device when it arrives too small to download a movie and very little space for apps media or really anything ive used samsung galaxy devices lg devices asus devices and nexus devices kindle is dead last in my user experiencei wanted to like my kindle i wanted one for some time amazon shot for the moon with their kindle devices and instead for me shot themselves in the foot perhaps i expected too much if its for youngsters you have a relatively well built relatively inexpensive device that they can stream the occasional video play a few games and read a few books for a grown up youre better off buying a grown up device i received the above products free of charge from third voice marketingi am not obligated to provide a positive or favorable review just my honest opinionmy review is based on my experience with the product andor brand which may differ from yours,neutral
28,pretty neat tablet but not too satisfied camera is not good and the screen breaks easy if drop maybetoinches high got it for christmas and use it formonths now its trashbroken screen will never be covered by their warranty,positive
29,if you are looking for a topnotch ereader forget buying a paperwhitefor less money the hd gives a great and easy reading experience with beautiful color and lightplus all the internet features you need for facebook email web surfing and youtube videosthis cant be beat,neutral
30,this tablet is terriblei ordered it for the conveniently portable size and my sisterinlaw loves her fire hdxhowever this little brother did not live up to expectations at allfirst of all although the hdstarted out working fast downloading and running apps with no problems after just a few minutes of use it began to bog down and lag behindwhile reading a digital publication i tried to scroll down to continue reading the page i was on and it started to lag behindit would not stay with my finger and the page began to move erraticallythen the text blurred and the screen got stuck in betweenpagesafter several seconds it finally caught up but was almost totally unresponsive to my touchi tried removing the apps i had downloaded and reinstalling them to see if that was the problemit worked perfectly for a few minutes again but then went right back to being slow and glitchy againim returning it today,neutral
31,very happy with it so far ive read surfed the web watched tv programs listened to music and taken a few picturesim not that tech savvy and im still getting used to it but i think this is a great product and would recommend it to family and friendsi will update this review at a later date if i run into problems,positive
32,i seriously do not understand the one star reviews if you read the product description which is very through you will understand that this tablet is amazoncentricfor the ability to do immersion reading listening to audio books while the kindle book reader highlights the words have access to prime video and music xray for prime video is amazing do some web browsing shop amazon and play a few games what is there to gripe about the tablet runs very smoothly has a very easy to use interface and lasts me a whole day before needing to be recharged i also love the case it has magnets that actually keep the flap in place in both the closed and open position the little crease in the cover allows the tablet to sit in portrait or landscape i cant imagine a better value for an entertainmentmedia consumption device if you want serious gaming or have major productivity needs then buy a tab s or an ipad both of which cost four times the price or more in case you can not tell by now i am very smitten with myfire hd,positive
33,i bought this for myyear old son this was the perfect purchaseit is small enough for him to carry around yet big enough for me to borrow at timesit even allows him to download a movie to watch in the car where there is no access to wifii love the parental control and freetime featuresi can require him to read books for a given period of time ieminutes before he is able to watch movies or play gamesi can also set it to shut down at a particular time on weekdays and set a separate time for weekendsthere are more than enough books games and apps for him to enjoy,positive
34,okay i will admit it i have always been a kindle skeptic i would consider myself pretty experienced with tablets but they have always been on the android platform i have heard mixed reviews about this particular tablet but let me tell you i was beyond impressed i never thought a little six inch tablet would pack this much punchthis does have a good weight to it which i like i opened this up and the setup process took less thanminutes it synced effortlessly to my amazon account and i can now watch movies look at photos and read my books with no issues i have experienced zero lag even after installing about a dozen apps the layout is a little different than other tablets but it was very easy to figure out everything loads very fast i think one of my favorite features is that it imports my photos to the cloud but has unlimited photo storage for pictures so i can access all of my photos from all of my devices it is great to have them all in one placeobviously this opens books like a dream the camera is pretty good for a tablet my phone has a better camera but i do not expect very high quality photos from a tablet this blew my expectations out of the wateri definitely recommend i received this product for review purposes,positive
35,for a tablet at such an excellent pricecompared to a whoppingfor my ipad i am beyond impressed with my new kindle fire hdthe hd looks pretty great i watched some netflix on it and wow the app store is very intuitive and i even enjoy reading books on it more than on my ipad i was expecting it to be lighter than it is for such a small tablet however it is not uncomfortable to hold even for long periods of timei was unsure about purchasing this with special offers but im very glad i saved the extraand got it with the special offers since they do not bother me the ads are only on the lock screen and home screen and does not affect reading or use of applications i think it is perfect for reading books and enjoying some fun applications as well i would definitely recommend this and think its a fantastic gift for a more than reasonable price i received this at a discount in exchange for my honest review,positive
36,i love this new generation of fire hd ive had kinde nd generation and an ipad mini i sold ipad mini and kept kindle now this fire hd will replace my old kindle now many people who give this devicestar reviews are upset about not being able to use google play store i am a very light app user meaning i only have aboutgames i play and two apps for videos my fire tablet has exactly same apps i have on my android phone amazon app store completely satisfies my needs why is this in my opinion better than ipad and at the same time worse because i use tablet only for watching tv shows on netflix and reading books havingipad just for that is a shame this tablet has a great screen very responsive video quality is amazing booksomg i love amazon libraryeverything is so cheap and as a prime member i get one book of my choice for free once a month super happy if you want to use your tablet for way more than thatlike do some work on it some heavy web browsing or gamingyou probably need to get a regular android tablet because this is not this is kindle fire made for watching videos and reading books primarily for having excess to huge music ebook and video amazon librarythats its main purpose know what to expect when you order it so you dont get disappointed i personally love it very much this great new size is perfect for just throwing it in the handbag and taking it with you everywhere just like you take your phone i highly recommend this tablet for everyone who feels this tablet is enough for them i know its definitely enough for me,positive
37,well to start off this was a decent little tablet that i had bought for my wifethe reason i am writing this review today is that i had the unfortunate experience of having seen the kindle fire hd drop test commercial on tvapparently it can fall off of a car and still workunfortunately with the one i bought that was not the casemy wife dropped it from a distance of aboutft off the ground and it landed flat on its back on a linoleum floor in the amazon brand origami casewhen she picked it up the screen was not cracked at all but there were lines and screen discolorationi email amazon customer service and they said that they would replace it but then i got a second email that stated they needed more informationso i used voice chat with a customer service representative and explained again what happened and that yes it had been droppeddue to it being dropped they would not replace it which i understood so i asked if they could repair it or give me a better price on one and send this one in so it could be refurbishedthey said they do not repair themso then i asked how much could you take off if i sent this broken one in so you could fix it and resell it as refurbishedi believe they quoted me atwhich seemed to be not such a fair dealso i just said no thanks and bought my wife a galaxy tabinchi know that the old galaxy tabthat i had was made with gorilla glass the fire hdcertainly is not as strong as the first generation galaxy tabas a matter of fact when you push on the screen you can feel it indent or give but with the galaxy tab there is no givei had even dropped the galaxy tab on its corner unprotected and it still worked but left a ding cosmeticallymaybe the short fall breaking the hdhas something to do with the tablets weight for its size it feels like a little brick and is quite heavyagain the only reason im reviewing this now is that i saw the drop test commercial and thought oh really just dont assume that you will get a replacement when it does fall as advertised,neutral
38,first of all let me talk about the price amazon is trying to compete with companies like apple and samsung for a spot in the tablet world and amazon found their competitors weak pointthe price the last time i checked you cannot buy an ipad for undernor can you purchase a samsung note for that price either although the hddoes not have the full range of capabilities that the other tablets have it is still an amazing piece for the price one thing that i did not like was the fact that i cannot change the wallpaper having used apple devices all of my life that has been common for me and even though it is kind of a small thing it still might matter to some peoplethe goodamazing pricesize is perfect for on the go peopleamazon customer service is very helpful if you need help operating the tabletmakes a great gift for anyonethe badalthough the amazon music store is good the app store is limitedthe headphone jack must be flawed because it sounds staticy when i plug it inwarningsdo not be fooled by special offers when you buy the tablet for the base price ofit automatically comes with this feature called special offers this gives amazon the right to put ads on your lockscreen although the ads do not interfere with the rest of the tablets features the lockscreen ads can be cumbersome occasionally you can opt out of the special offers formorealso go with theg model because theg model only comes withgigs of storage available to the user,neutral
39,ive used the regular kindle both original fire and fire hdnever liked the firesthought they were too heavy and they didnt quite fit in my handcomfortablyand being a diehard bibilophile i much prefer paper copybut im seriously considering one of theseprossmaller size doesnt make a noticeable difference surprisinglythe picture is very clear which helpsthere are a few apps that are just too small to use well but most do finesuper lightweight compared to kindle fireslight enough to keep in my purse all the time without getting scholiosisi thought the touch screen was more responsive than kindles which sometimes balk at my touchthe sides have this funny angling that makes it extremely easy to holdfits perfectly in my open hand without making my fingers cramp i have ahand span from pinkie to thumb if that helps give you an idea of my hand sizebattery life seems to be about the same as kindle hd but of course will depend on your use and settingswi fi pick up is fine in my house even thru the brick wall to the additionneat new featurein the settings you can change the type font size from small med or largethis is not the font size for books or the internetbut the fonts for the actual kindle the settingstabs and so forththe carousel is still there but if you actually select books they are arranged in either list or grid format with choice of au ti or recentstill no option for grouping by folders also when you go to home what you see are your most commonly used apps and some preloaded things like the camera arranged on one screenswipe down to find the carouselvolume control buttons on one side as with an ipadyour most used apps on on the home pageand at least some of the apps can run in the background like pandora while you use another appconsok it is smaller but still much bigger than most phone screensthe camera still shot quality is only acceptablex mag the attached flower photo was taken outside in full sun at arms lengthits a very peach toned flower by the wayif there is a manual to tell how to use the camera features i havent been able to find it yetno power light to show when its charging or done charging this is probably the biggest disadvantageand the screen reflectivity is still horrible in bright lightusing the camera in full sun is pretty much taking shots in the darkyou wont know what you got until you go back insidesummaryi give itstars for bad camera and lack of charging lightotherwise if you want a cheap tablet for internet access and apps and emergency reading i think this is really goodall the cool colors are great too,neutral
40,i just received this little device two days ago delivered by ups guy extraordinaire sidthis is my third kindle fireim not a techiethis new model just really appealed to meits much more comfortable in the hand than mywas the bright sharp display is very nice i needed front and rearfacing cameras so that i could use this as my camera i like the volume buttons on the outside so convenient when listening to pandora on my front porchim sure that ill find a lot of other stuff to likefinally when i called customer support today the man who helped me bob was greatok enough superlatives done,neutral
41,this is a great little tablet that fits the inside pocket of my sport coati also own a paperwhite but i wanted to access books from logos as well as other android appsset up was simplei logged into my home wifi network and downloaded and installed apps that i already had from previous ownership of a nd generation fire hd and my current fire hdxill be holding onto the hdx but i wanted theprimarily because of its smaller sizemy intention was to just read books ive purchased through logos and olive tree but i went ahead and set up my email accounts just to see how this inexpensive version handled thingsive had no problem setting up gmail and icloud email accounts and was able to set up my work email as wellso far the only real problem is with olive tree which crashes every time i try to download purchased booksive asked for help from both amazon and olive tree on this and will post here if i find a solutionall other apps have worked without incidenti opted for the gb version but im still only loading certain apps such asinstapaper evernote linkedin noaa weather c financial calculator microsofts onedrive adobe reader and calculator pro all installed without a hitchthe builtin calendar and contact apps synced up without any problem as wellive downloaded a couple of books and downloaded and tested an audiobook as wellthe speaker isnt on a par with the hdxs but i didnt expect them to be and am pleased theyre as good as they arei tested a couple of songs as wellno problem with all my music in the cloud being on handand they sounded as good as the audiobookas i indicated at the beginning i didnt buy this as a replacement for my fire hdx ipad or ipad mini but because i was attracted to the smaller form factor for purposes of reading books available through android apps as well as my email first thing in the morning before i get out of bedthe things that surprised me are that the battery life actually seems better than its elder siblings and that the responsiveness is just as fast as my other tabletsive spent more than time with this device than i will under normal circumstances because of all the setup downloading and testing and i haveleft on the battery meter after several hours of usei also ordered the cover amazon designed for this kindleit like other amazon covers works well and costs more than id likeeven though i havent been able to download my olive tree books yet im still giving the fire hda rating of five starsat this price im very impressedand very pleasedupdateafter the first couple of weeks here are some additional observationscamerafocus is fine detail is what youd expect for a lower pixel camerasaturation and contrast are washed out compared to an iphone but i didnt buy the hdfor its camerafor the price the average user should be more than happyif youre really picky about pictures get a dslrbattery lifecontinues to outpace the hdxwhich makes sense because the hdisnt using as much processing power as the hdxappsregarding the problem i mentioned above both amazon and the folks at olive tree were responsive on offering assistance with the olive tree bible study app crashingin less than two weeks olive tree updated the app and the problem was solvedresponsivenessi take back my comment about responsiveness being as fast as other tabletsits not bad but theres the occasional lag in refreshing the home screenagain for the price it doesnt bother mestoragei opted for thegb version because i wanted to download commentaries in the logos and olive tree apps and have them available when there was no wifiim glad i got the larger capacity or id be pushing the limitif youre primarily going to use the tablet when wifi is available you could probably rely on the cloud and go withgbotherwise break that three figure barrier and spend the extra twenty buckssizeimand have fairly large hands but the small size isnt a problem and for people with smaller hands i imagine the hdwill be a pleasurei compared the screen size on the hdto that of an hdxand hdxwhen surfing the webof course theres a difference but it wasnt as dramatic from a usability standpoint as i thought it would be especially when using silks reading viewthree weeks in and im more than satisfied with this fire especially from a portability and cost standpoint,neutral
42,first let me say im a selfconfessed gadget junkie i own a myriad of electronics computers tablets ereaders mp players but ive never owned a kindle fire device until now i work quite a bit so usually pocket my iphone itouch and sometimes my ipad minir when leaving for the day ive always been attracted to the compact gadgets based on by lifestyle as hefting a heavy tablet or computer is never easy on the backwhen i heard about the fire hdi was intrigued enough to follow reviews in different forums for the past few days and hunt for any reviews of it on youtube i decided to bite and picked one up at my local best buy store this morning ordered online for instore pickup and had it unboxed and running in less than an hour it synced all my books music and apps that i had previous bought when i owned an android phone logged into my netflix and hulu plus accounts and tried out an episdoe to see how it would play there was absolutely no buffering and the sound quality was great i know some have said it doesnt compare to the other fire tablets but i found it meets and even exceeds my needs ive only begun playing with this little device but i know already it has become one of my favorites and will be coming with me wherever i go looking forward to the holidays and picking up a few of these for family members as the device will be a wonderful gift,positive
43,finally kindle text to speech that fits in your pocket i may need to get a life at some point but until then i can listen to tech books and nist special publications during myhour daily commute this will now take the place of my kindle fire hdxive managed to get through some pretty hefty certification books including shon harris excellent cissp allinone exam guidepage tome cover to covertimes during my commutethe only wish list items i have would be add areading speed or change the control to a slider to broaden the range of values sincecan be too fast for dense legal or technical content i use ezpdf reader pro for the slightly faster reading speed when listening to pdf files ignore pictures lines and symbols that might cause the tts to freeze or to misidentify the item such as currency for a poorly selected bullet item symbol or read underscore underscore underscore underscore for a header or footer line allow the disabling of acronym and abbreviation assumptions such as dr as doctor g as grams etc deearrh and gee would let the reader apply the correct context it does make for interesting reading when doctor is substituted for ever instance of disaster recoveryim totally thrilled with the new smaller form factor,neutral
44,as this is my th kindle i have ever had i have to say that this is the best one i have ever had it is quick and very cute is sizei have the white one and i just love it the best thing sense sliced bread amazon has mysupport on this kindleyou guys have done a great job,positive
45,i love this kindleits not too big and not too smallits just the right size to fit right into my pursethe features are unbelievablei like that it connects fast to the internet and it is easy to navigateit take great pictures and the sound quality is pretty great tooit is really fast when switching between screensit has a front and rear facing camera and that is wonderfulwhat i really think is cool is that i can make different profiles on the kindle for my familyi can also edit office documents and with the kind of work that i do that is a must the money for this is well worth ityou will not be disappointed for surei take this everywhere that i goi actually like it better than some of my other tablets that i havei highly recommend this,positive
46,great tablet heres whyinches fits perfectly in your hand and you still feel like youre using a tablet it feels like a quality product dont listen to those complaining about weight of tablets they wont be happy until they hover inmid air just above your hand you know when your holding a quality built product and this is a quality tablet easiest start up for a tablet they actually walk you though how to use it amazing picture quality the sound isnt bad for just havingspeaker its about the same as the ipad really fun to play games onits not an ipad a samsung galaxy a cheap wannabe no name tablet that will break in a weekif you dont drink the apple juice or are off in a galaxy far far away then you wont be disappointed with the kindle fireif youre expecting itunes or google play then you need to do your research on the apps amazon provides before you buy,neutral
47,i was sooo so excited upon hearing about the new kindle releaseswho can beat that especially for a great brand budget tablets and ereaders exist but i was never willing to sacrifice a better brand with better service even for the cheaper price basically all i wanted a tablet for was to read on im a librarian and frequently use our ebooks database as well as netgalley and kindle books ive been thinking about a kindle fire for ages but never wanted to shell out the money for it just to read on while the paperwhites are inexpensive they have limited features and i like that i can go into my goodreads app as well as facebook and web browse its very helpful for me when searching for new books to read and reviewingas i am not looking to do any heavy duty web work blogging emailing video watching music listening etc on here those functions are nice if i ever would need them but i cant talk about their functionality because right now i dont intend to use itif you are looking for an inexpensive kindle that is in a tablet form not the paperwhite this is absolutely perfect there are a few issues with being able to download my books that are not from kindle but after a couple of web searches i was able to figure it out if you are a dedicated reader that uses several platforms this is worth checking into it is a way better deal than shelling outfor an ipad mini if youre only intending to read on itim thinking about having our library purchase several of these to have on hand because they are so affordable and nice for readers i just cant get over how perfect this little tablet will be for reading on especially when traveling,positive
48,so far so good i have had my fire hdtablet for aboutweeks now and so far i love it in my opinion it is the perfect size its big enough to watch movies and surf the web but small enough to easily toss in your backpack purse or even your back pocket it is a little thicker and heavier compared to other small tablets some might think of this as an advantage and others as a disadvantage i personally think its an advantage if it was any thinner it would feel very fragile the screen image quality is amazing everything looks crisp and vibrant the speed of the tablet is decent it is very snappy when switching apps and browsing the web when i watch amazon prime videos it loads almost instantly without buffering the app selection isnt as large as other android tablets that use the google play store or apples app store but there is still a large number of apps that you can download its definitely larger than microsofts app store i have owned ipads an ipad mini galaxy tablets a microsoft surface laptops notebooks and all kinds of smartphones this fire tablet is by far my favorite device mainly because it was onlymost of my other devices costor more and werent a whole lot nicer or faster im not saying this fire tablet is the best tablet out there but it is definitely the best tablet out there for in summary here are my pros and consprospricedecent speedgreat graphicsportabilitydecent sounddurabilityamazon prime integrationchoice of multiple colorsunlimited cloud storage for picturesconsthicker and heavierapp selectioncant customize wallpaperssimple maybe even boring designbuy this tablet you wont regret it if you do you can always return it ps for those who are debating buying the tablet without the special promotions i recommend not doing so get the cheaper one because most likely you wont even notice them after a while if in the future you really dont like the promotions you can always log into your amazon account and pay an extrato disable the promotions,neutral
49,i just bought it and i love what i got for that priceus dollar great design i chose green color great size and for what i like to do is just perfect read news articles books watch videos manage documents evernote sometimes i like to play some games camera is not the best but still its useful of course facebook and chat works perfectlyi advice people who wants to buyit to also buy the cover and screen protection,positive
50,my perfect reader fits perfectly in my purse relaxes perfectly by the pool add a perfect shopping day while taking in the sunwhat more could a girl ask for love love love my fire hd oh and thecrystal clear screen is a bonus,positive
51,let me say first that this is my th fire and ive also had a k so ive been around the block with the amazon family im least pleased with this onethe speakers are wonky its very slow and im not sure the brain isnt about to blow its notably smaller than the fire s and s which isnt necessarily a good thing and the software is generally awkward i expect its about to take a trip back being it wont start now and its only a few days old the replacement is even worse than the first and it wont even turn on now that its hit the internet be warned that it is very very difficult almost impossible to reach fire customer service these days i only fell over it by accident the first time and now i cant find it at allvery disappointed in this amazon product i think ill go buy another fire,negative
52,i havent had it for that long but i am loving it so far its the perfect size to slide in my purse and tote around i paired it with a really nice case that i also purchased on amazon that was inexpensive and its perfect,positive
53,the storage is very limited we downloadedmovie malificientand now the storage is alost maxed out other than the movie we only havebooks,negative
54,i had authentication problems when trying to connect to my network finally got that worked out so have only purchaseddownloadedbook so far i bought this primarily for readingreading experience is ok although i will always be a lover of real printwhat i really dont like is that no instructions are included at allnot even a lets get started pamphlet like they included with the roku i boughtamazon wants you to buy the instruction guide come on guys or rely on whats available on the kindle itself if you never owned a tablet before and are not sure of how to navigate this is frustratingi will figure it all out eventually but for now am having to rely on advice from other kindle buyers online or maybe i will break down and shell out morefor the instruction manual eventuallybut this was not something i figured into the purchase price when comparison shoppinglivelearn,neutral
55,i loved mine i really did but it had one serious flaw the standby battery drain every time i turned it on the battery had lostnothing i did helpedpowering off removing special offers turning the brightness down turning off notifications keeping it in airplane mode except to download a book deleting all my apps even re registering etc i had planned to call customer service this week but one night the battery hadleft and the next morning it was deadi had only managed to read aboutof my book so i de registered it and returned it to the amazon kiosk at the mall i intended to buy a new one without special offers but the kiosk didnt have any i will order a new one directly from amazon sometime my dil loves the one i gave her for her birthdayedited the second kindlea new one not refurbished is okay i charged the battery it lastedhours andminutes used only to read a book i think that is probably acceptable i agree with the people who think it is too heavy for its size i wish the app could tell me the hours minutes of actual use not just the percentage of life remaining at least one of the screensavers is too dark to see the keypad where you type in the pass code with brightness atand i would like to turn off the sleep wake feature,neutral
56,i lost my kindle fire hdversionover the months i had used it i found that i did not like to read books on itmy paperwhite did a much better job with booksthedid well with my magazines but had trouble adjusting some magazines tofit the kindle and silk was slooowwell i lost it in time to buy the newkindleit is fast and sleek and i love reading books on itmy magazine are adjusted automaticallyto reading viewthe views are much sharpersince retirement i readtobooks a weekmy magazinesmy calendar is lovelyi am in love,neutral
57,perfect price and great if you have kids i got this tablet just for my daughter and for me just to surf the net i really like the parental aspects of this device you can block anything that is not for a child but still be able to access the apps and other things with out having to hover over your child worried about what he or she is viewing i also like the size its a little bit bigger than a notephone in all its a great purchase for those reasons above,neutral
58,another home run for amazon smaller to carry and use while at work shush dont tell my boss,positive
59,ive been sitting trying figure out why i like this thing so much better than my hdxit isnt as thinthe screen isnt aswell perfect it feels quite a bit heavierive been at a loss for a while now but i think maybe another reviewer said it bestthis thing feels great in your hand it feels substantial but not too heavy the screen is good enough so that when you use it you never think about the screenwell unless youre thinking something like i cant believe i got this screen for a hundred bucksin a lot of ways it reminds me of a paperback noveli loved those things by the waymore to the point i love reading because of those things i propose we all start thinking of this model kindle as the paperback novel of kindlesit is a more portable more affordable variation on the originalin just the same way the paperback novel was for the common person so too is the hdit is a good tablet with good performance a good screen and decent battery lifeand oh by the way it is one most people can affordand i will say something else which is im not sure any other hardware company could build a tablet this good and sell it at this pricei think amazons hardware designers are just that goodas someone who cares for value and who has done a good bit of research on so called value tablets let me save you some timethere are no other value tabletsnot this goodnot nearly this good this tablet makes all other value tablets look like a foolish waist of moneyplus it does things even my nexuscould never do like fit comfortably in my pocketi bought this device with every intention of trying it out for a week just so i could understand it a bit bettereven that decision was spur of the momenti chose the hd over a paperwhitegotta say i think i nailed that decisionalso i think i will be keeping this thing much longer than a week,positive
